ENOG410VA9E	ENSP00000351790, ENSP00000425556	ENSPTRP00000028462, ENSPTRP00000046961
ENOG410VMAV	ENSP00000351214	ENSPTRP00000032434
ENOG410VMAZ	ENSP00000381468	ENSPTRP00000056075
ENOG410VMAC	ENSP00000315370	ENSPTRP00000029710
ENOG410VMAD	ENSP00000469180, ENSP00000358542	ENSPTRP00000047197
ENOG410V6A0	ENSP00000285518	ENSPTRP00000034182
ENOG410V6A7	ENSP00000216274	ENSPTRP00000010556
ENOG410V6AD	ENSP00000225430	ENSPTRP00000015480
ENOG410V6AI	ENSP00000321108	ENSPTRP00000004525
ENOG410V6AX	ENSP00000413929, ENSP00000459789, ENSP00000301459	ENSPTRP00000003285, ENSPTRP00000052457, ENSPTRP00000006558
ENOG410V6U8	ENSP00000348886	ENSPTRP00000035756
ENOG410V6U9	ENSP00000359727	ENSPTRP00000031283
ENOG410V6U6	ENSP00000365596	ENSPTRP00000010197
ENOG410V6U7	ENSP00000339238	ENSPTRP00000023820
ENOG410V6U4	ENSP00000296145	ENSPTRP00000025610
ENOG410V6U2	ENSP00000406970	ENSPTRP00000003143
ENOG410V6U3	ENSP00000357844	ENSPTRP00000031604
ENOG410V6U0	ENSP00000369042, ENSP00000256079	ENSPTRP00000008198, ENSPTRP00000048248
ENOG410V6UN	ENSP00000340465, ENSP00000272542	ENSPTRP00000034606, ENSPTRP00000021186
ENOG410V6UM	ENSP00000460934, ENSP00000322542, ENSP00000397566, ENSP00000460070	ENSPTRP00000032994, ENSPTRP00000032997
ENOG410V6UJ	ENSP00000422496, ENSP00000406144	ENSPTRP00000052336, ENSPTRP00000035547
ENOG410V6UI	ENSP00000262213, ENSP00000182527, ENSP00000309402	ENSPTRP00000060393, ENSPTRP00000034802
ENOG410V6UE	ENSP00000333799, ENSP00000461601	ENSPTRP00000033008
ENOG410V6UB	ENSP00000354688	ENSPTRP00000050195
ENOG410V6UX	ENSP00000312185, ENSP00000377566, ENSP00000290246	ENSPTRP00000032609, ENSPTRP00000056317, ENSPTRP00000023348
ENOG410V6UV	ENSP00000252934	ENSPTRP00000049614
ENOG410V6UU	ENSP00000327116, ENSP00000220325, ENSP00000320516	ENSPTRP00000006637, ENSPTRP00000020273, ENSPTRP00000011887
ENOG410V6UQ	ENSP00000456007, ENSP00000265310, ENSP00000352358, ENSP00000457041	ENSPTRP00000033910, ENSPTRP00000042589
ENOG410V9N0	ENSP00000450731	ENSPTRP00000010967
ENOG410V9N1	ENSP00000295117	ENSPTRP00000020496
ENOG410V9N7	ENSP00000335147	ENSPTRP00000028552
ENOG410V9NX	ENSP00000310832	ENSPTRP00000006773
ENOG410VBHN	ENSP00000301281	ENSPTRP00000017528
ENOG410VBHH	ENSP00000230301	ENSPTRP00000032082
ENOG410VBHK	ENSP00000376127	ENSPTRP00000018319
ENOG410VBHD	ENSP00000454014	ENSPTRP00000060167
ENOG410VBHG	ENSP00000314620	ENSPTRP00000048072
ENOG410VBHF	ENSP00000362532, ENSP00000349955	ENSPTRP00000023147, ENSPTRP00000046467
ENOG410V9NZ	ENSP00000419417	ENSPTRP00000001576
ENOG410VBHC	ENSP00000356590	ENSPTRP00000002878
ENOG410VBHX	ENSP00000311320	ENSPTRP00000021038
ENOG410VBHZ	ENSP00000420418	ENSPTRP00000039629
ENOG410VBHU	ENSP00000339957	ENSPTRP00000058577
ENOG410VBHT	ENSP00000393541	ENSPTRP00000049690
ENOG410VBHQ	ENSP00000367157	ENSPTRP00000053040
ENOG410VBHS	ENSP00000220764	ENSPTRP00000034909
ENOG410VBH9	ENSP00000341988	ENSPTRP00000035980
ENOG410VBH8	ENSP00000358417	ENSPTRP00000002013
ENOG410VBH4	ENSP00000346348	ENSPTRP00000042077
ENOG410VBH7	ENSP00000261558	ENSPTRP00000010829
ENOG410VBH1	ENSP00000340505	ENSPTRP00000012385
ENOG410VBH3	ENSP00000215838	ENSPTRP00000024542
ENOG410WE75	ENSP00000267291	ENSPTRP00000010180
ENOG410WE7B	ENSP00000300870	ENSPTRP00000053584
ENOG410WE7C	ENSP00000326394	ENSPTRP00000007675
ENOG410VGKY	ENSP00000367615	ENSPTRP00000014433
ENOG410VGKC	ENSP00000325266	ENSPTRP00000048022
ENOG410WGW6	ENSP00000299084	ENSPTRP00000011790
ENOG410WGW5	ENSP00000376652	ENSPTRP00000011447
ENOG410WGW8	ENSP00000348753	ENSPTRP00000020595
ENOG410WGWP	ENSP00000391432	ENSPTRP00000039601
ENOG410VZ62	ENSP00000365108	ENSPTRP00000049248
ENOG410VHIP	ENSP00000216416	ENSPTRP00000010787
ENOG410VHIR	ENSP00000296417, ENSP00000308405	ENSPTRP00000028020, ENSPTRP00000032725
ENOG410VHIT	ENSP00000037869	ENSPTRP00000020653
ENOG410VHIU	ENSP00000276431, ENSP00000310263, ENSP00000221132	ENSPTRP00000034377, ENSPTRP00000034378, ENSPTRP00000034374
ENOG410VHIV	ENSP00000348205	ENSPTRP00000044536
ENOG410VHIX	ENSP00000297012	ENSPTRP00000030373
ENOG410VHIZ	ENSP00000403852	ENSPTRP00000024726
ENOG410VHIC	ENSP00000377865	ENSPTRP00000015471
ENOG410VHID	ENSP00000353660	ENSPTRP00000046696
ENOG410VHIE	ENSP00000314116	ENSPTRP00000014874
ENOG410VHIH	ENSP00000332823	ENSPTRP00000018311
ENOG410VHIJ	ENSP00000355656	ENSPTRP00000003520
ENOG410VHIK	ENSP00000357674	ENSPTRP00000002285
ENOG410VHIM	ENSP00000447057	ENSPTRP00000009139
ENOG410VHI3	ENSP00000413975, ENSP00000392487, ENSP00000372752, ENSP00000407538, ENSP00000410087, ENSP00000403132, ENSP00000364180	ENSPTRP00000030760
ENOG410VHI4	ENSP00000265192	ENSPTRP00000048000
ENOG410VHI5	ENSP00000287748	ENSPTRP00000025500
ENOG410VHI8	ENSP00000369647	ENSPTRP00000022590
ENOG410VHI9	ENSP00000308937	ENSPTRP00000014987
ENOG410VN1R	ENSP00000321360	ENSPTRP00000011432
ENOG410VYBC	ENSP00000329795	ENSPTRP00000016612
ENOG410V8DK	ENSP00000217121	ENSPTRP00000023706
ENOG410V8DJ	ENSP00000349970	ENSPTRP00000023057
ENOG410V8DI	ENSP00000357297	ENSPTRP00000031718
ENOG410V8DH	ENSP00000305502	ENSPTRP00000024516
ENOG410V8DN	ENSP00000299752, ENSP00000027335	ENSPTRP00000034930, ENSPTRP00000014014
ENOG410V8DC	ENSP00000225698	ENSPTRP00000014729
ENOG410V8DB	ENSP00000344352	ENSPTRP00000051186
ENOG410V8DG	ENSP00000377280	ENSPTRP00000059359
ENOG410V8DF	ENSP00000387851, ENSP00000380661, ENSP00000364691	ENSPTRP00000000423, ENSPTRP00000046519, ENSPTRP00000061067
ENOG410V8DZ	ENSP00000403925	ENSPTRP00000007526
ENOG410V8DY	ENSP00000271450, ENSP00000351497	ENSPTRP00000040980, ENSPTRP00000043391
ENOG410V8DX	ENSP00000417602	ENSPTRP00000026929
ENOG410V8DS	ENSP00000354612, ENSP00000356438	ENSPTRP00000048987, ENSPTRP00000002990
ENOG410V8DR	ENSP00000323046	ENSPTRP00000035836
ENOG410V8DW	ENSP00000257724	ENSPTRP00000033578
ENOG410V8DV	ENSP00000348784	ENSPTRP00000037788
ENOG410V8DU	ENSP00000384302	ENSPTRP00000020251
ENOG410V8D9	ENSP00000356115	ENSPTRP00000003185
ENOG410V8D8	ENSP00000064724	ENSPTRP00000026870
ENOG410V8D2	ENSP00000300057	ENSPTRP00000012723
ENOG410V8D1	ENSP00000331258	ENSPTRP00000034626
ENOG410V8D0	ENSP00000308727	ENSPTRP00000060736
ENOG410V8D7	ENSP00000273390	ENSPTRP00000051142
ENOG410V8D5	ENSP00000306817	ENSPTRP00000020233
ENOG410V8D4	ENSP00000245457	ENSPTRP00000010757
ENOG410VPDI	ENSP00000375087	ENSPTRP00000034765
ENOG410VPD6	ENSP00000217428	ENSPTRP00000052098
ENOG410WIJ9	ENSP00000312436	ENSPTRP00000008572
ENOG410WIJ6	ENSP00000332293	ENSPTRP00000060265
ENOG410WIJ1	ENSP00000275461	ENSPTRP00000032392
ENOG410WIJZ	ENSP00000254579	ENSPTRP00000048266
ENOG410WIJM	ENSP00000363001	ENSPTRP00000000736
ENOG410WIJI	ENSP00000357425	ENSPTRP00000031695
ENOG410WIJC	ENSP00000380252	ENSPTRP00000054682
ENOG410WIJB	ENSP00000286800	ENSPTRP00000023815
ENOG410VCA9	ENSP00000380552, ENSP00000011898	ENSPTRP00000005544, ENSPTRP00000007769
ENOG410VCA8	ENSP00000361895, ENSP00000385527	ENSPTRP00000043351, ENSPTRP00000020108
ENOG410VF69	ENSP00000316007	ENSPTRP00000061047
ENOG410VF60	ENSP00000355719	ENSPTRP00000003482
ENOG410VF6Z	ENSP00000247271	ENSPTRP00000015314
ENOG410VF6H	ENSP00000354876	ENSPTRP00000061402
ENOG410VAKZ	ENSP00000230085, ENSP00000363392	ENSPTRP00000031552
ENOG410VG68	ENSP00000314299	ENSPTRP00000044519
ENOG410VG66	ENSP00000293695	ENSPTRP00000018008
ENOG410VG6T	ENSP00000319511, ENSP00000304077	ENSPTRP00000010326
ENOG410VG6M	ENSP00000259216, ENSP00000281882	ENSPTRP00000021322
ENOG410VG6E	ENSP00000353717, ENSP00000440655, ENSP00000328054	ENSPTRP00000015154
ENOG410V51C	ENSP00000403293	ENSPTRP00000053097
ENOG410V7J9	ENSP00000178640	ENSPTRP00000012333
ENOG410V7J3	ENSP00000304908	ENSPTRP00000049513
ENOG410V7J1	ENSP00000261507	ENSPTRP00000028446
ENOG410V7J6	ENSP00000436926	ENSPTRP00000007651
ENOG410V7JK	ENSP00000390475	ENSPTRP00000017038
ENOG410V7JH	ENSP00000273920	ENSPTRP00000027867
ENOG410V7JI	ENSP00000373518	ENSPTRP00000051401
ENOG410V7JN	ENSP00000317992	ENSPTRP00000040449
ENOG410V7JB	ENSP00000371734, ENSP00000395650, ENSP00000328923	ENSPTRP00000017893, ENSPTRP00000043634, ENSPTRP00000017728, ENSPTRP00000060160
ENOG410V7JC	ENSP00000259466, ENSP00000310773, ENSP00000304235, ENSP00000306607, ENSP00000302863	ENSPTRP00000036456, ENSPTRP00000036452, ENSPTRP00000036457, ENSPTRP00000036455
ENOG410V7JA	ENSP00000461889, ENSP00000461598, ENSP00000391121, ENSP00000458148, ENSP00000460159, ENSP00000459453, ENSP00000459764, ENSP00000370750, ENSP00000370648, ENSP00000267502, ENSP00000460719, ENSP00000461544	ENSPTRP00000010968, ENSPTRP00000052595, ENSPTRP00000019749
ENOG410V7JF	ENSP00000377934, ENSP00000328494, ENSP00000354878, ENSP00000363524, ENSP00000387875, ENSP00000297814	ENSPTRP00000037806, ENSPTRP00000051348, ENSPTRP00000012718, ENSPTRP00000035996
ENOG410V7JD	ENSP00000326261	ENSPTRP00000000609
ENOG410V7JE	ENSP00000357507	ENSPTRP00000002323
ENOG410V7JX	ENSP00000300151	ENSPTRP00000006376
ENOG410V7JY	ENSP00000347498	ENSPTRP00000011831
ENOG410V7JR	ENSP00000338173, ENSP00000391723	ENSPTRP00000000792, ENSPTRP00000020091
ENOG410V7JS	ENSP00000232888	ENSPTRP00000025858
ENOG410V7JP	ENSP00000237353	ENSPTRP00000014242
ENOG410V7JQ	ENSP00000264674, ENSP00000270722	ENSPTRP00000026847, ENSPTRP00000052931
ENOG410V7JV	ENSP00000346120, ENSP00000362687	ENSPTRP00000004429, ENSPTRP00000004431
ENOG410V7JW	ENSP00000354501	ENSPTRP00000039224
ENOG410V7JU	ENSP00000256997, ENSP00000323036, ENSP00000270593	ENSPTRP00000019503, ENSPTRP00000006180, ENSPTRP00000046525
ENOG410V51P	ENSP00000006526	ENSPTRP00000020740
ENOG410VCWI	ENSP00000270279	ENSPTRP00000019088
ENOG410VCWH	ENSP00000358695	ENSPTRP00000031416
ENOG410VCWJ	ENSP00000453940	ENSPTRP00000010861
ENOG410VCWN	ENSP00000368459	ENSPTRP00000009934
ENOG410VCWA	ENSP00000300658	ENSPTRP00000015505
ENOG410VCWC	ENSP00000219301	ENSPTRP00000013961
ENOG410VCWE	ENSP00000379891	ENSPTRP00000051642
ENOG410VCWD	ENSP00000337261, ENSP00000380942, ENSP00000357177	ENSPTRP00000058269, ENSPTRP00000041072, ENSPTRP00000018955
ENOG410VCWG	ENSP00000267163	ENSPTRP00000009974
ENOG410VCWF	ENSP00000307142	ENSPTRP00000020875
ENOG410VCWY	ENSP00000401477	ENSPTRP00000029307
ENOG410VCWX	ENSP00000324901	ENSPTRP00000013381
ENOG410VCWZ	ENSP00000317619	ENSPTRP00000009929
ENOG410VCWP	ENSP00000280097	ENSPTRP00000021388
ENOG410VCWU	ENSP00000349658	ENSPTRP00000024836
ENOG410VCWT	ENSP00000274963	ENSPTRP00000030945
ENOG410VCWV	ENSP00000259050	ENSPTRP00000021479
ENOG410VCW9	ENSP00000220849	ENSPTRP00000035067
ENOG410VCW8	ENSP00000409382	ENSPTRP00000007775, ENSPTRP00000005538
ENOG410VCW1	ENSP00000342499	ENSPTRP00000036172
ENOG410VCW0	ENSP00000308546	ENSPTRP00000033358
ENOG410VCW3	ENSP00000328347	ENSPTRP00000019948
ENOG410VCW4	ENSP00000306776	ENSPTRP00000053261
ENOG410VCW7	ENSP00000268138	ENSPTRP00000051280
ENOG410VCW6	ENSP00000256458	ENSPTRP00000025212
ENOG410WIP0	ENSP00000357304	ENSPTRP00000045551
ENOG410VHRP	ENSP00000243189	ENSPTRP00000000617
ENOG410VHRT	ENSP00000310356	ENSPTRP00000013261
ENOG410VHRW	ENSP00000342886	ENSPTRP00000030429
ENOG410VHRV	ENSP00000232217	ENSPTRP00000026626
ENOG410VHRY	ENSP00000351642	ENSPTRP00000023431
ENOG410VHRZ	ENSP00000353259	ENSPTRP00000038838
ENOG410VHRA	ENSP00000299415	ENSPTRP00000016032
ENOG410VHRC	ENSP00000370222	ENSPTRP00000009778
ENOG410VHRD	ENSP00000359375	ENSPTRP00000047220
ENOG410VHRH	ENSP00000345848	ENSPTRP00000036180
ENOG410VHRK	ENSP00000253796	ENSPTRP00000015694
ENOG410VHR0	ENSP00000229281, ENSP00000472534	ENSPTRP00000007862
ENOG410VHR5	ENSP00000459940, ENSP00000418842	ENSPTRP00000058761
ENOG410VHR4	ENSP00000301272	ENSPTRP00000017512
ENOG410VHR6	ENSP00000358674, ENSP00000470385	ENSPTRP00000038681
ENOG410VFRK	ENSP00000264935	ENSPTRP00000028616
ENOG410VFRZ	ENSP00000469745, ENSP00000361917	ENSPTRP00000047335
ENOG410VYYF	ENSP00000393631	ENSPTRP00000060535
ENOG410VUFJ	ENSP00000316590	ENSPTRP00000044568, ENSPTRP00000049295
ENOG410WFBZ	ENSP00000361596	ENSPTRP00000023315
ENOG410WFBH	ENSP00000246672	ENSPTRP00000015535
ENOG410V4X8	ENSP00000324769	ENSPTRP00000006264
ENOG410V4X2	ENSP00000272298	ENSPTRP00000019197
ENOG410V4X1	ENSP00000362566, ENSP00000220931, ENSP00000310749	ENSPTRP00000020029, ENSPTRP00000000863, ENSPTRP00000035023
ENOG410V4X0	ENSP00000315702	ENSPTRP00000021829
ENOG410V4X7	ENSP00000240327, ENSP00000280098	ENSPTRP00000021390, ENSPTRP00000015931
ENOG410V4X6	ENSP00000262039	ENSPTRP00000049400
ENOG410V4X5	ENSP00000356912	ENSPTRP00000002671
ENOG410V4X4	ENSP00000350881, ENSP00000441032, ENSP00000436500	ENSPTRP00000042072, ENSPTRP00000007542, ENSPTRP00000041731
ENOG410V4XY	ENSP00000257770	ENSPTRP00000031424
ENOG410V4XX	ENSP00000251921, ENSP00000374237, ENSP00000364627	ENSPTRP00000047636, ENSPTRP00000007395, ENSPTRP00000047633
ENOG410V4XS	ENSP00000356602	ENSPTRP00000031849
ENOG410V4XR	ENSP00000354884	ENSPTRP00000008964
ENOG410V4XQ	ENSP00000385000, ENSP00000268919, ENSP00000361298	ENSPTRP00000001145, ENSPTRP00000058900, ENSPTRP00000016006
ENOG410V4XP	ENSP00000374408, ENSP00000455272, ENSP00000321737, ENSP00000382476	ENSPTRP00000028842, ENSPTRP00000053002
ENOG410V4XW	ENSP00000229179	ENSPTRP00000008831
ENOG410V4XT	ENSP00000281455, ENSP00000348429, ENSP00000296869	ENSPTRP00000028542, ENSPTRP00000043677, ENSPTRP00000041973
ENOG410V4XK	ENSP00000416330, ENSP00000369071	ENSPTRP00000009867, ENSPTRP00000056967
ENOG410V4XJ	ENSP00000318222	ENSPTRP00000060507
ENOG410V4XI	ENSP00000395574, ENSP00000331302	ENSPTRP00000000585
ENOG410V4XH	ENSP00000462570, ENSP00000391668	ENSPTRP00000043905
ENOG410V4XG	ENSP00000309653, ENSP00000371398	ENSPTRP00000001300, ENSPTRP00000035479
ENOG410V4XF	ENSP00000310015	ENSPTRP00000014278
ENOG410V4XE	ENSP00000310375	ENSPTRP00000049594
ENOG410VF7M	ENSP00000384432	ENSPTRP00000055481
ENOG410V6XJ	ENSP00000299705, ENSP00000282382, ENSP00000405926, ENSP00000386341	ENSPTRP00000029346, ENSPTRP00000012574, ENSPTRP00000060406
ENOG410V6XM	ENSP00000312042	ENSPTRP00000022470
ENOG410V6XD	ENSP00000278070	ENSPTRP00000005081
ENOG410V6XG	ENSP00000429608	ENSPTRP00000025206
ENOG410V6X1	ENSP00000260327	ENSPTRP00000011989
ENOG410V6X2	ENSP00000298937	ENSPTRP00000048189
ENOG410VACK	ENSP00000449751	ENSPTRP00000008361
ENOG410VACH	ENSP00000323076	ENSPTRP00000025738
ENOG410VACB	ENSP00000354592, ENSP00000362527	ENSPTRP00000044259, ENSPTRP00000000881
ENOG410VACV	ENSP00000469027, ENSP00000243213	ENSPTRP00000038213
ENOG410VACU	ENSP00000358265	ENSPTRP00000049827
ENOG410VA8A	ENSP00000263556, ENSP00000332170, ENSP00000166534	ENSPTRP00000004548, ENSPTRP00000006989, ENSPTRP00000038972
ENOG410VC2G	ENSP00000292450	ENSPTRP00000054464
ENOG410VE92	ENSP00000258662	ENSPTRP00000009970, ENSPTRP00000061157
ENOG410VE94	ENSP00000254337	ENSPTRP00000048962
ENOG410VE97	ENSP00000301659	ENSPTRP00000015525
ENOG410VE96	ENSP00000321546	ENSPTRP00000042846
ENOG410VE99	ENSP00000329384	ENSPTRP00000008824
ENOG410VE98	ENSP00000337736	ENSPTRP00000016025
ENOG410VE9S	ENSP00000310170	ENSPTRP00000006725
ENOG410VE9R	ENSP00000321038	ENSPTRP00000019772
ENOG410VE9U	ENSP00000378201	ENSPTRP00000057514
ENOG410VE9W	ENSP00000273158	ENSPTRP00000025473
ENOG410VE9V	ENSP00000300147, ENSP00000456548	ENSPTRP00000024687
ENOG410VE9Y	ENSP00000318297	ENSPTRP00000051084
ENOG410VE9X	ENSP00000265140	ENSPTRP00000029231
ENOG410VE9Z	ENSP00000364847, ENSP00000472440, ENSP00000470745, ENSP00000364777, ENSP00000395962, ENSP00000472118	ENSPTRP00000047408, ENSPTRP00000037625
ENOG410VE9A	ENSP00000355720	ENSPTRP00000003479
ENOG410VE9B	ENSP00000288350	ENSPTRP00000023948
ENOG410VE9D	ENSP00000370673	ENSPTRP00000050127
ENOG410VE9I	ENSP00000343488	ENSPTRP00000013468
ENOG410VE9H	ENSP00000323782	ENSPTRP00000015786
ENOG410VE9K	ENSP00000379401	ENSPTRP00000027726
ENOG410VE9J	ENSP00000319053	ENSPTRP00000017417
ENOG410WJ5Y	ENSP00000260947	ENSPTRP00000022033
ENOG410WJ5K	ENSP00000409016	ENSPTRP00000047587
ENOG410VBC0	ENSP00000216489	ENSPTRP00000011188
ENOG410VBC2	ENSP00000302801	ENSPTRP00000020248
ENOG410VA27	ENSP00000345751	ENSPTRP00000013457
ENOG410VBCJ	ENSP00000394842, ENSP00000265729	ENSPTRP00000021500, ENSPTRP00000033143
ENOG410V7U8	ENSP00000332674, ENSP00000259324	ENSPTRP00000036665, ENSPTRP00000038983
ENOG410V7U0	ENSP00000259335	ENSPTRP00000036303
ENOG410V7U6	ENSP00000438400, ENSP00000396304, ENSP00000318113	ENSPTRP00000028522, ENSPTRP00000061178, ENSPTRP00000028523
ENOG410V7UK	ENSP00000295992	ENSPTRP00000026660
ENOG410V7UJ	ENSP00000374328	ENSPTRP00000031495
ENOG410V7UI	ENSP00000363824	ENSPTRP00000036264
ENOG410V7UH	ENSP00000260197	ENSPTRP00000007532, ENSPTRP00000027376
ENOG410V7UM	ENSP00000392452	ENSPTRP00000035710
ENOG410V7UB	ENSP00000305721	ENSPTRP00000031402
ENOG410V7UA	ENSP00000072869	ENSPTRP00000033867
ENOG410V7UG	ENSP00000398617	ENSPTRP00000019784
ENOG410V7UF	ENSP00000204517	ENSPTRP00000013176
ENOG410V7UX	ENSP00000379330, ENSP00000327850	ENSPTRP00000049331, ENSPTRP00000047128
ENOG410V7US	ENSP00000352645	ENSPTRP00000047944
ENOG410V7UW	ENSP00000380747	ENSPTRP00000033730
ENOG410VCJN	ENSP00000266980	ENSPTRP00000008655
ENOG410VCJM	ENSP00000302274	ENSPTRP00000006210
ENOG410VCJJ	ENSP00000463251, ENSP00000358320	ENSPTRP00000002044
ENOG410VCJI	ENSP00000355809	ENSPTRP00000051112
ENOG410VCJF	ENSP00000233668	ENSPTRP00000020765
ENOG410VCJD	ENSP00000402697	ENSPTRP00000060390
ENOG410VCJE	ENSP00000438970	ENSPTRP00000017704
ENOG410VCJB	ENSP00000349142	ENSPTRP00000044643
ENOG410VCJC	ENSP00000344996	ENSPTRP00000018056
ENOG410VCJA	ENSP00000444747	ENSPTRP00000019837
ENOG410VCJZ	ENSP00000416387	ENSPTRP00000000383
ENOG410VCJW	ENSP00000271657	ENSPTRP00000002188
ENOG410VCJT	ENSP00000326693	ENSPTRP00000018307
ENOG410VCJU	ENSP00000242719	ENSPTRP00000061045
ENOG410VCJR	ENSP00000261015	ENSPTRP00000021923
ENOG410VCJS	ENSP00000462849, ENSP00000363459, ENSP00000363350	ENSPTRP00000053850
ENOG410VCJP	ENSP00000368887	ENSPTRP00000030254
ENOG410VCJQ	ENSP00000347170	ENSPTRP00000012486
ENOG410VCJ8	ENSP00000458329, ENSP00000308595, ENSP00000304188	ENSPTRP00000050805, ENSPTRP00000050806
ENOG410VCJ9	ENSP00000427123	ENSPTRP00000028776
ENOG410VCJ6	ENSP00000263563	ENSPTRP00000004492
ENOG410VCJ5	ENSP00000206380	ENSPTRP00000015752
ENOG410VCJ2	ENSP00000391596	ENSPTRP00000039489
ENOG410VCJ3	ENSP00000344579	ENSPTRP00000060391
ENOG410VHTP	ENSP00000299529, ENSP00000357204	ENSPTRP00000012548, ENSPTRP00000002485
ENOG410V83C	ENSP00000304858, ENSP00000326869	ENSPTRP00000021773, ENSPTRP00000015523
ENOG410V83A	ENSP00000297737	ENSPTRP00000034573
ENOG410V83F	ENSP00000346886	ENSPTRP00000040907
ENOG410V83G	ENSP00000221419, ENSP00000387088	ENSPTRP00000018758, ENSPTRP00000044869
ENOG410V83D	ENSP00000392066, ENSP00000301180, ENSP00000280886	ENSPTRP00000024151, ENSPTRP00000008435
ENOG410V83E	ENSP00000307940	ENSPTRP00000017487
ENOG410V83J	ENSP00000351530, ENSP00000364023, ENSP00000374359	ENSPTRP00000047383, ENSPTRP00000026430, ENSPTRP00000037739
ENOG410V83K	ENSP00000436585	ENSPTRP00000031719
ENOG410V83H	ENSP00000300006	ENSPTRP00000013314
ENOG410V83I	ENSP00000365063	ENSPTRP00000010239
ENOG410V83N	ENSP00000410833	ENSPTRP00000026100
ENOG410V83M	ENSP00000330247, ENSP00000339479	ENSPTRP00000021187, ENSPTRP00000005117
ENOG410V83S	ENSP00000389998	ENSPTRP00000034924
ENOG410V83P	ENSP00000200181	ENSPTRP00000016404
ENOG410V83Q	ENSP00000304350	ENSPTRP00000060306
ENOG410V83V	ENSP00000443246, ENSP00000269980	ENSPTRP00000018933
ENOG410V83W	ENSP00000305244	ENSPTRP00000028672
ENOG410V83T	ENSP00000320347	ENSPTRP00000014715
ENOG410V83U	ENSP00000301717	ENSPTRP00000013003
ENOG410V83Z	ENSP00000357927	ENSPTRP00000044500
ENOG410V83X	ENSP00000256460, ENSP00000405950, ENSP00000368124, ENSP00000009105, ENSP00000471906	ENSPTRP00000038601, ENSPTRP00000025169, ENSPTRP00000003885, ENSPTRP00000003266
ENOG410V83Y	ENSP00000363416	ENSPTRP00000060489
ENOG410V832	ENSP00000382260, ENSP00000328405, ENSP00000265022	ENSPTRP00000059090, ENSPTRP00000008625, ENSPTRP00000027031
ENOG410V833	ENSP00000389623, ENSP00000407093, ENSP00000372700, ENSP00000410656, ENSP00000391735, ENSP00000363807	ENSPTRP00000030803
ENOG410V830	ENSP00000362551	ENSPTRP00000036536
ENOG410V831	ENSP00000316152	ENSPTRP00000034339
ENOG410V836	ENSP00000315950	ENSPTRP00000034105
ENOG410V837	ENSP00000333547, ENSP00000261890	ENSPTRP00000017733, ENSPTRP00000012292
ENOG410V834	ENSP00000325136	ENSPTRP00000020160
ENOG410V835	ENSP00000286692	ENSPTRP00000001883
ENOG410V838	ENSP00000367950	ENSPTRP00000043928
ENOG410V839	ENSP00000281950	ENSPTRP00000020351
ENOG410VDN0	ENSP00000362704	ENSPTRP00000043242
ENOG410VDN3	ENSP00000269945	ENSPTRP00000018952
ENOG410VDN5	ENSP00000472278, ENSP00000365401	ENSPTRP00000037586
ENOG410VDN8	ENSP00000351783	ENSPTRP00000009209
ENOG410VDNC	ENSP00000360918	ENSPTRP00000004774
ENOG410VDND	ENSP00000376307	ENSPTRP00000042826
ENOG410VDNG	ENSP00000366628	ENSPTRP00000052884
ENOG410VDNF	ENSP00000417955	ENSPTRP00000041376
ENOG410VDNK	ENSP00000381220	ENSPTRP00000056628
ENOG410VDNN	ENSP00000371729	ENSPTRP00000009720
ENOG410VDNQ	ENSP00000006777, ENSP00000458945	ENSPTRP00000033031
ENOG410VDNS	ENSP00000269299	ENSPTRP00000014772
ENOG410VDNR	ENSP00000364814	ENSPTRP00000000399
ENOG410VDNU	ENSP00000446100	ENSPTRP00000053392
ENOG410VDNV	ENSP00000432695	ENSPTRP00000059841
ENOG410VDNX	ENSP00000328515	ENSPTRP00000035311
ENOG410VDNZ	ENSP00000288048	ENSPTRP00000000323
ENOG410VA2B	ENSP00000465978, ENSP00000405032, ENSP00000394954	ENSPTRP00000008055, ENSPTRP00000053658, ENSPTRP00000056662
ENOG410VNE5	ENSP00000469469, ENSP00000312415	ENSPTRP00000037636
ENOG410V4CB	ENSP00000268835, ENSP00000414624	ENSPTRP00000016453, ENSPTRP00000015118
ENOG410VMCF	ENSP00000332198	ENSPTRP00000011756
ENOG410V4M0	ENSP00000353854	ENSPTRP00000041303
ENOG410V4M1	ENSP00000265036, ENSP00000412292	ENSPTRP00000001460, ENSPTRP00000028947
ENOG410V4M2	ENSP00000359998	ENSPTRP00000031239
ENOG410V4M3	ENSP00000261600	ENSPTRP00000016706
ENOG410V4M5	ENSP00000226840	ENSPTRP00000028475
ENOG410V4M6	ENSP00000263228, ENSP00000215574	ENSPTRP00000059936, ENSPTRP00000017246, ENSPTRP00000035690
ENOG410V4M7	ENSP00000365176	ENSPTRP00000000357
ENOG410V4MX	ENSP00000295926, ENSP00000383611	ENSPTRP00000041901, ENSPTRP00000026790
ENOG410V4MY	ENSP00000264157, ENSP00000261900	ENSPTRP00000008350, ENSPTRP00000040990
ENOG410V4MZ	ENSP00000255152	ENSPTRP00000023312
ENOG410V4MP	ENSP00000283943, ENSP00000382269	ENSPTRP00000022237, ENSPTRP00000057753
ENOG410V4MR	ENSP00000363418	ENSPTRP00000052655
ENOG410V4MS	ENSP00000222747	ENSPTRP00000033602
