ENOG410VA9E	ENSP00000425556, ENSP00000351790	ENSMUSP00000034057, ENSMUSP00000093240
ENOG410V6UM	ENSP00000397566, ENSP00000460070, ENSP00000460934, ENSP00000322542	ENSMUSP00000098217, ENSMUSP00000049625
ENOG410V6UJ	ENSP00000422496, ENSP00000406144	ENSMUSP00000099887, ENSMUSP00000102229
ENOG410V6UI	ENSP00000182527, ENSP00000262213, ENSP00000309402	ENSMUSP00000027068, ENSMUSP00000062635, ENSMUSP00000047992
ENOG410V6UE	ENSP00000333799, ENSP00000461601	ENSMUSP00000075581
ENOG410V6UB	ENSP00000354688	ENSMUSP00000025957
ENOG410V6UX	ENSP00000377566, ENSP00000312185, ENSP00000290246	ENSMUSP00000105000, ENSMUSP00000072334, ENSMUSP00000071619
ENOG410V6UV	ENSP00000252934	ENSMUSP00000132450
ENOG410V6UU	ENSP00000220325, ENSP00000327116, ENSP00000320516	ENSMUSP00000028755, ENSMUSP00000025684, ENSMUSP00000024860
ENOG410V6UQ	ENSP00000265310, ENSP00000352358, ENSP00000456007, ENSP00000457041	ENSMUSP00000031901, ENSMUSP00000031902
ENOG410V9N0	ENSP00000450731	ENSMUSP00000057462
ENOG410V9N1	ENSP00000295117	ENSMUSP00000020754
ENOG410V9N7	ENSP00000335147	ENSMUSP00000056828
ENOG410V9NX	ENSP00000310832	ENSMUSP00000112481
ENOG410VBHN	ENSP00000301281	ENSMUSP00000019722
ENOG410VBHH	ENSP00000230301	ENSMUSP00000118841
ENOG410VBHK	ENSP00000376127	ENSMUSP00000054763
ENOG410VBHD	ENSP00000454014	ENSMUSP00000132646
ENOG410VBHG	ENSP00000314620	ENSMUSP00000126422
ENOG410VBHF	ENSP00000349955, ENSP00000362532	ENSMUSP00000043618, ENSMUSP00000099412
ENOG410V9NZ	ENSP00000419417	ENSMUSP00000045376
ENOG410VBHC	ENSP00000356590	ENSMUSP00000137354
ENOG410VBHX	ENSP00000311320	ENSMUSP00000110544
ENOG410VBHZ	ENSP00000420418	ENSMUSP00000078806
ENOG410VBHU	ENSP00000339957	ENSMUSP00000102264
ENOG410VBHT	ENSP00000393541	ENSMUSP00000016781
ENOG410VBHS	ENSP00000220764	ENSMUSP00000029877
ENOG410VBH9	ENSP00000341988	ENSMUSP00000136424, ENSMUSP00000130813, ENSMUSP00000128200, ENSMUSP00000097024, ENSMUSP00000128533
ENOG410VBH8	ENSP00000358417	ENSMUSP00000064755
ENOG410VBH7	ENSP00000261558	ENSMUSP00000046536
ENOG410VBH1	ENSP00000340505	ENSMUSP00000129441
ENOG410VBH3	ENSP00000215838	ENSMUSP00000020710
ENOG410VGKY	ENSP00000367615	ENSMUSP00000006764
ENOG410VGKC	ENSP00000325266	ENSMUSP00000085413
ENOG410WGW8	ENSP00000348753	ENSMUSP00000090987
ENOG410WGWM	ENSP00000254799	ENSMUSP00000077972
ENOG410WGWP	ENSP00000391432	ENSMUSP00000089792
ENOG410VHIP	ENSP00000216416	ENSMUSP00000015903
ENOG410VHIR	ENSP00000308405, ENSP00000296417	ENSMUSP00000105359, ENSMUSP00000036907
ENOG410VHIS	ENSP00000366173	ENSMUSP00000131004
ENOG410VHIT	ENSP00000037869	ENSMUSP00000125904, ENSMUSP00000071426
ENOG410VHIU	ENSP00000276431, ENSP00000221132, ENSP00000310263	ENSMUSP00000022663
ENOG410VHIV	ENSP00000348205	ENSMUSP00000088029
ENOG410VHIZ	ENSP00000403852	ENSMUSP00000043566
ENOG410VHIA	ENSP00000418491	ENSMUSP00000059353
ENOG410VHIC	ENSP00000377865	ENSMUSP00000099435
ENOG410VHID	ENSP00000353660	ENSMUSP00000013842
ENOG410VHIE	ENSP00000314116	ENSMUSP00000091624
ENOG410VHIH	ENSP00000332823	ENSMUSP00000092907
ENOG410VHIJ	ENSP00000355656	ENSMUSP00000104445
ENOG410VHIK	ENSP00000357674	ENSMUSP00000122090
ENOG410VHIM	ENSP00000447057	ENSMUSP00000020488
ENOG410VHI3	ENSP00000410087, ENSP00000364180, ENSP00000392487, ENSP00000413975, ENSP00000407538, ENSP00000403132, ENSP00000372752	ENSMUSP00000045911
ENOG410VHI4	ENSP00000265192	ENSMUSP00000036021
ENOG410VHI5	ENSP00000287748	ENSMUSP00000076887
ENOG410VHI8	ENSP00000369647	ENSMUSP00000035551
ENOG410VHI9	ENSP00000308937	ENSMUSP00000018361
ENOG410V8DK	ENSP00000217121	ENSMUSP00000117690
ENOG410V8DJ	ENSP00000349970	ENSMUSP00000006035
ENOG410V8DI	ENSP00000357297	ENSMUSP00000037224
ENOG410V8DH	ENSP00000305502	ENSMUSP00000063272
ENOG410V8DN	ENSP00000027335, ENSP00000299752	ENSMUSP00000129663, ENSMUSP00000029871
ENOG410V8DC	ENSP00000225698	ENSMUSP00000077612
ENOG410V8DB	ENSP00000344352	ENSMUSP00000027941
ENOG410V8DG	ENSP00000377280	ENSMUSP00000037544
ENOG410V8DF	ENSP00000387851, ENSP00000380661, ENSP00000364691	ENSMUSP00000105248, ENSMUSP00000099549
ENOG410V8DZ	ENSP00000403925	ENSMUSP00000067882
ENOG410V8DY	ENSP00000271450, ENSP00000351497	ENSMUSP00000027966, ENSMUSP00000131938
ENOG410V8DX	ENSP00000417602	ENSMUSP00000048078
ENOG410V8DS	ENSP00000354612, ENSP00000356438	ENSMUSP00000059977, ENSMUSP00000035065
ENOG410V8DR	ENSP00000323046	ENSMUSP00000030003
ENOG410V8DW	ENSP00000257724	ENSMUSP00000099186
ENOG410V8DV	ENSP00000348784	ENSMUSP00000050818, ENSMUSP00000033570
ENOG410V8DU	ENSP00000384302	ENSMUSP00000048337
ENOG410V8D9	ENSP00000356115	ENSMUSP00000107989
ENOG410V8D8	ENSP00000064724	ENSMUSP00000042181
ENOG410V8D2	ENSP00000300057	ENSMUSP00000032760
ENOG410V8D1	ENSP00000331258	ENSMUSP00000053802
ENOG410V8D0	ENSP00000308727	ENSMUSP00000128826
ENOG410V8D7	ENSP00000273390	ENSMUSP00000023501
ENOG410V8D5	ENSP00000306817	ENSMUSP00000031018
ENOG410V8D4	ENSP00000245457	ENSMUSP00000038483
ENOG410VPD6	ENSP00000217428	ENSMUSP00000096695
ENOG410WIJM	ENSP00000363001	ENSMUSP00000030709
ENOG410WIJD	ENSP00000257749	ENSMUSP00000103815
ENOG410WIJB	ENSP00000286800	ENSMUSP00000026703
ENOG410VCA9	ENSP00000011898, ENSP00000380552	ENSMUSP00000026585, ENSMUSP00000032503
ENOG410VCA8	ENSP00000361895, ENSP00000385527	ENSMUSP00000030408, ENSMUSP00000045315
ENOG410VF69	ENSP00000316007	ENSMUSP00000078808
ENOG410VF60	ENSP00000355719	ENSMUSP00000052010
ENOG410VF6Z	ENSP00000247271	ENSMUSP00000132918
ENOG410VF6H	ENSP00000354876	ENSMUSP00000080994
ENOG410VAKZ	ENSP00000230085, ENSP00000363392	ENSMUSP00000019939, ENSMUSP00000119102
ENOG410VG68	ENSP00000314299	ENSMUSP00000023965, ENSMUSP00000127697
ENOG410VG66	ENSP00000293695	ENSMUSP00000131438
ENOG410VG6T	ENSP00000304077, ENSP00000319511	ENSMUSP00000078145, ENSMUSP00000072207
ENOG410VG6M	ENSP00000281882, ENSP00000259216	ENSMUSP00000027298
ENOG410V51C	ENSP00000403293	ENSMUSP00000054125
ENOG410V7J9	ENSP00000178640	ENSMUSP00000034920
ENOG410V7J3	ENSP00000304908	ENSMUSP00000054909
ENOG410V7J0	ENSP00000216185	ENSMUSP00000005487
ENOG410V7J1	ENSP00000261507	ENSMUSP00000034015
ENOG410V7J6	ENSP00000436926	ENSMUSP00000083341
ENOG410V7J7	ENSP00000407107	ENSMUSP00000098149
ENOG410V7JK	ENSP00000390475	ENSMUSP00000025444
ENOG410V7JH	ENSP00000273920	ENSMUSP00000031268
ENOG410V7JN	ENSP00000317992	ENSMUSP00000137253
ENOG410V7JB	ENSP00000371734, ENSP00000328923, ENSP00000395650	ENSMUSP00000034717, ENSMUSP00000042177, ENSMUSP00000040126
ENOG410V7JC	ENSP00000259466, ENSP00000302863, ENSP00000310773, ENSP00000306607, ENSP00000304235	ENSMUSP00000073801, ENSMUSP00000100611, ENSMUSP00000097725
ENOG410V7JA	ENSP00000459764, ENSP00000458148, ENSP00000461544, ENSP00000460719, ENSP00000459453, ENSP00000370750, ENSP00000391121, ENSP00000461889, ENSP00000461598, ENSP00000267502, ENSP00000460159, ENSP00000370648	ENSMUSP00000020947, ENSMUSP00000021548, ENSMUSP00000008579, ENSMUSP00000124066
ENOG410V7JF	ENSP00000363524, ENSP00000377934, ENSP00000387875, ENSP00000328494, ENSP00000354878, ENSP00000297814	ENSMUSP00000074661, ENSMUSP00000043304, ENSMUSP00000085985, ENSMUSP00000061806, ENSMUSP00000048383
ENOG410V7JD	ENSP00000326261	ENSMUSP00000125003
ENOG410V7JE	ENSP00000357507	ENSMUSP00000124028
ENOG410V7JX	ENSP00000300151	ENSMUSP00000128915
ENOG410V7JY	ENSP00000347498	ENSMUSP00000087636
ENOG410V7JR	ENSP00000391723, ENSP00000338173	ENSMUSP00000128292, ENSMUSP00000030315
ENOG410V7JS	ENSP00000232888	ENSMUSP00000038580
ENOG410V7JP	ENSP00000237353	ENSMUSP00000034162
ENOG410V7JQ	ENSP00000264674, ENSP00000270722	ENSMUSP00000030902, ENSMUSP00000134303
ENOG410V7JV	ENSP00000362687, ENSP00000346120	ENSMUSP00000042691, ENSMUSP00000020270
ENOG410V7JW	ENSP00000354501	ENSMUSP00000064226
ENOG410V7JU	ENSP00000323036, ENSP00000270593, ENSP00000256997	ENSMUSP00000012921, ENSMUSP00000059889, ENSMUSP00000002172
ENOG410V51P	ENSP00000006526	ENSMUSP00000116608
ENOG410VCWI	ENSP00000270279	ENSMUSP00000039955
ENOG410VCWH	ENSP00000358695	ENSMUSP00000126119
ENOG410VCWJ	ENSP00000453940	ENSMUSP00000021494
ENOG410VCWN	ENSP00000368459	ENSMUSP00000022586
ENOG410VCWA	ENSP00000300658	ENSMUSP00000088337
ENOG410VCWC	ENSP00000219301	ENSMUSP00000137577
ENOG410VCWE	ENSP00000379891	ENSMUSP00000125268
ENOG410VCWD	ENSP00000357177, ENSP00000337261, ENSP00000380942	ENSMUSP00000126598, ENSMUSP00000039900
ENOG410VCWG	ENSP00000267163	ENSMUSP00000022701
ENOG410VCWF	ENSP00000307142	ENSMUSP00000066786
ENOG410VCWY	ENSP00000401477	ENSMUSP00000055652
ENOG410VCWX	ENSP00000324901	ENSMUSP00000102157
ENOG410VCWZ	ENSP00000317619	ENSMUSP00000059173
ENOG410VCWP	ENSP00000280097	ENSMUSP00000062747
ENOG410VCWU	ENSP00000349658	ENSMUSP00000038331
ENOG410VCWT	ENSP00000274963	ENSMUSP00000024810
ENOG410VCWV	ENSP00000259050	ENSMUSP00000068961
ENOG410VCW9	ENSP00000220849	ENSMUSP00000022960
ENOG410VCW8	ENSP00000409382	ENSMUSP00000071494
ENOG410VCW1	ENSP00000342499	ENSMUSP00000103399
ENOG410VCW0	ENSP00000308546	ENSMUSP00000031740
ENOG410VCW3	ENSP00000328347	ENSMUSP00000041563
ENOG410VCW4	ENSP00000306776	ENSMUSP00000092964
ENOG410VCW7	ENSP00000268138	ENSMUSP00000041377
ENOG410VCW6	ENSP00000256458	ENSMUSP00000055073
ENOG410WIP0	ENSP00000357304	ENSMUSP00000029696
ENOG410VHRP	ENSP00000243189	ENSMUSP00000077226
ENOG410VHRT	ENSP00000310356	ENSMUSP00000042676
ENOG410VHRV	ENSP00000232217	ENSMUSP00000035029
ENOG410VHRZ	ENSP00000353259	ENSMUSP00000102192
ENOG410VHRA	ENSP00000299415	ENSMUSP00000036503
ENOG410VHRC	ENSP00000370222	ENSMUSP00000031654
ENOG410VHRD	ENSP00000359375	ENSMUSP00000065715
ENOG410VHRH	ENSP00000345848	ENSMUSP00000099990
ENOG410VHRK	ENSP00000253796	ENSMUSP00000122072
ENOG410VHR0	ENSP00000472534, ENSP00000229281	ENSMUSP00000004389
ENOG410VHR5	ENSP00000418842, ENSP00000459940	ENSMUSP00000023085
ENOG410VHR6	ENSP00000470385, ENSP00000358674	ENSMUSP00000120461
ENOG410VFRK	ENSP00000264935	ENSMUSP00000037788
ENOG410VFRZ	ENSP00000361917, ENSP00000469745	ENSMUSP00000043965
ENOG410WFBX	ENSP00000382390	ENSMUSP00000053235
ENOG410WFBZ	ENSP00000361596	ENSMUSP00000041806
ENOG410V4X8	ENSP00000324769	ENSMUSP00000088201, ENSMUSP00000097375
ENOG410V4X2	ENSP00000272298	ENSMUSP00000019514
ENOG410V4X1	ENSP00000362566, ENSP00000310749, ENSP00000220931	ENSMUSP00000071756, ENSMUSP00000087611, ENSMUSP00000030572
ENOG410V4X0	ENSP00000315702	ENSMUSP00000125415
ENOG410V4X7	ENSP00000280098, ENSP00000240327	ENSMUSP00000103350, ENSMUSP00000114974
ENOG410V4X6	ENSP00000262039	ENSMUSP00000111479
ENOG410V4X5	ENSP00000356912	ENSMUSP00000062245
ENOG410V4X4	ENSP00000436500, ENSP00000350881, ENSP00000441032	ENSMUSP00000036739, ENSMUSP00000001280, ENSMUSP00000048126
ENOG410V4XY	ENSP00000257770	ENSMUSP00000034992
ENOG410V4XX	ENSP00000251921, ENSP00000364627, ENSP00000374237	ENSMUSP00000091375, ENSMUSP00000034527
ENOG410V4XS	ENSP00000356602	ENSMUSP00000119829
ENOG410V4XR	ENSP00000354884	ENSMUSP00000054767
ENOG410V4XQ	ENSP00000385000, ENSP00000361298, ENSP00000268919	ENSMUSP00000064261, ENSMUSP00000058084, ENSMUSP00000112715
ENOG410V4XP	ENSP00000374408, ENSP00000455272, ENSP00000321737, ENSP00000382476	ENSMUSP00000094115, ENSMUSP00000036148, ENSMUSP00000130508
ENOG410V4XW	ENSP00000229179	ENSMUSP00000063590
ENOG410V4XT	ENSP00000348429, ENSP00000281455, ENSP00000296869	ENSMUSP00000046585, ENSMUSP00000034046, ENSMUSP00000104532
ENOG410V4XK	ENSP00000416330, ENSP00000369071	ENSMUSP00000037719, ENSMUSP00000072773
ENOG410V4XJ	ENSP00000318222	ENSMUSP00000093177
ENOG410V4XI	ENSP00000331302, ENSP00000395574	ENSMUSP00000030427
ENOG410V4XH	ENSP00000462570, ENSP00000391668	ENSMUSP00000062341
ENOG410V4XG	ENSP00000371398, ENSP00000309653	ENSMUSP00000124635, ENSMUSP00000035650
ENOG410V4XF	ENSP00000310015	ENSMUSP00000034427
ENOG410V4XE	ENSP00000310375	ENSMUSP00000047667
ENOG410VF7M	ENSP00000384432	ENSMUSP00000101032
ENOG410V6XJ	ENSP00000282382, ENSP00000386341, ENSP00000405926, ENSP00000299705	ENSMUSP00000058723, ENSMUSP00000120904
ENOG410V6XM	ENSP00000312042	ENSMUSP00000043047
ENOG410V6XD	ENSP00000278070	ENSMUSP00000107530
ENOG410V6XG	ENSP00000429608	ENSMUSP00000035316
ENOG410V6X1	ENSP00000260327	ENSMUSP00000047543
ENOG410V6X2	ENSP00000298937	ENSMUSP00000116575
ENOG410VACK	ENSP00000449751	ENSMUSP00000003445
ENOG410VACH	ENSP00000323076	ENSMUSP00000073832
ENOG410VACB	ENSP00000362527, ENSP00000354592	ENSMUSP00000081296, ENSMUSP00000065733
ENOG410VACV	ENSP00000243213, ENSP00000469027	ENSMUSP00000033646
ENOG410VACU	ENSP00000358265	ENSMUSP00000103853
ENOG410VA8A	ENSP00000166534, ENSP00000263556, ENSP00000332170	ENSMUSP00000009789, ENSMUSP00000055297, ENSMUSP00000019050
ENOG410VC2G	ENSP00000292450	ENSMUSP00000053430
ENOG410VE92	ENSP00000258662	ENSMUSP00000039537, ENSMUSP00000047171
ENOG410VE94	ENSP00000254337	ENSMUSP00000038568
ENOG410VE97	ENSP00000301659	ENSMUSP00000017348, ENSMUSP00000073022, ENSMUSP00000091470
ENOG410VE96	ENSP00000321546	ENSMUSP00000127413
ENOG410VE99	ENSP00000329384	ENSMUSP00000128415, ENSMUSP00000094449
ENOG410VE98	ENSP00000337736	ENSMUSP00000018572
ENOG410VE9P	ENSP00000380603	ENSMUSP00000108202
ENOG410VE9S	ENSP00000310170	ENSMUSP00000025850
ENOG410VE9R	ENSP00000321038	ENSMUSP00000060237
ENOG410VE9U	ENSP00000378201	ENSMUSP00000041955
ENOG410VE9W	ENSP00000273158	ENSMUSP00000035106
ENOG410VE9V	ENSP00000300147, ENSP00000456548	ENSMUSP00000085960, ENSMUSP00000053869
ENOG410VE9Y	ENSP00000318297	ENSMUSP00000032165
ENOG410VE9X	ENSP00000265140	ENSMUSP00000118312
ENOG410VE9Z	ENSP00000472440, ENSP00000395962, ENSP00000364777, ENSP00000470745, ENSP00000364847, ENSP00000472118	ENSMUSP00000026142
ENOG410VE9A	ENSP00000355720	ENSMUSP00000104407
ENOG410VE9B	ENSP00000288350	ENSMUSP00000061337
ENOG410VE9D	ENSP00000370673	ENSMUSP00000098343
ENOG410VE9I	ENSP00000343488	ENSMUSP00000033159
ENOG410VE9H	ENSP00000323782	ENSMUSP00000090230
ENOG410VE9K	ENSP00000379401	ENSMUSP00000108899
ENOG410WJ5K	ENSP00000409016	ENSMUSP00000112600
ENOG410VBC0	ENSP00000216489	ENSMUSP00000124565
ENOG410VA27	ENSP00000345751	ENSMUSP00000033161
ENOG410VBCJ	ENSP00000265729, ENSP00000394842	ENSMUSP00000118221, ENSMUSP00000028257
ENOG410V7U8	ENSP00000332674, ENSP00000259324	ENSMUSP00000092690, ENSMUSP00000108327
ENOG410V7U1	ENSP00000424474	ENSMUSP00000062231
ENOG410V7U0	ENSP00000259335	ENSMUSP00000099953
ENOG410V7U6	ENSP00000396304, ENSP00000318113, ENSP00000438400	ENSMUSP00000078584, ENSMUSP00000041676
ENOG410V7UK	ENSP00000295992	ENSMUSP00000015498
ENOG410V7UJ	ENSP00000374328	ENSMUSP00000029908
ENOG410V7UI	ENSP00000363824	ENSMUSP00000030127
ENOG410V7UH	ENSP00000260197	ENSMUSP00000041828, ENSMUSP00000058613
ENOG410V7UM	ENSP00000392452	ENSMUSP00000103687
ENOG410V7UB	ENSP00000305721	ENSMUSP00000041145
ENOG410V7UA	ENSP00000072869	ENSMUSP00000123563
ENOG410V7UG	ENSP00000398617	ENSMUSP00000134691
ENOG410V7UF	ENSP00000204517	ENSMUSP00000005862
ENOG410V7UX	ENSP00000327850, ENSP00000379330	ENSMUSP00000074198, ENSMUSP00000129001
ENOG410V7US	ENSP00000352645	ENSMUSP00000037173
ENOG410V7UW	ENSP00000380747	ENSMUSP00000110813
ENOG410V7UU	ENSP00000421380	ENSMUSP00000006217
ENOG410VCJN	ENSP00000266980	ENSMUSP00000037753
ENOG410VCJM	ENSP00000302274	ENSMUSP00000107091
ENOG410VCJJ	ENSP00000358320, ENSP00000463251	ENSMUSP00000089544
ENOG410VCJI	ENSP00000355809	ENSMUSP00000077781
ENOG410VCJF	ENSP00000233668	ENSMUSP00000087079
ENOG410VCJD	ENSP00000402697	ENSMUSP00000120598
ENOG410VCJE	ENSP00000438970	ENSMUSP00000133114
ENOG410VCJB	ENSP00000349142	ENSMUSP00000110547
ENOG410VCJC	ENSP00000344996	ENSMUSP00000051396
ENOG410VCJZ	ENSP00000416387	ENSMUSP00000006381
ENOG410VCJV	ENSP00000218147	ENSMUSP00000039898
ENOG410VCJW	ENSP00000271657	ENSMUSP00000072134
ENOG410VCJT	ENSP00000326693	ENSMUSP00000065903
ENOG410VCJU	ENSP00000242719	ENSMUSP00000030284
ENOG410VCJR	ENSP00000261015	ENSMUSP00000027173
ENOG410VCJS	ENSP00000462849, ENSP00000363459, ENSP00000363350	ENSMUSP00000022508
ENOG410VCJP	ENSP00000368887	ENSMUSP00000040846
ENOG410VCJQ	ENSP00000347170	ENSMUSP00000034842
ENOG410VCJ8	ENSP00000308595, ENSP00000458329, ENSP00000304188	ENSMUSP00000097489, ENSMUSP00000097490
ENOG410VCJ9	ENSP00000427123	ENSMUSP00000087815
ENOG410VCJ6	ENSP00000263563	ENSMUSP00000020289
ENOG410VCJ7	ENSP00000305742	ENSMUSP00000102582
ENOG410VCJ4	ENSP00000267202	ENSMUSP00000047980
ENOG410VCJ5	ENSP00000206380	ENSMUSP00000021296
ENOG410VCJ2	ENSP00000391596	ENSMUSP00000036141
ENOG410VCJ3	ENSP00000344579	ENSMUSP00000051554
ENOG410VHTP	ENSP00000299529, ENSP00000357204	ENSMUSP00000005019, ENSMUSP00000034830
ENOG410V83C	ENSP00000326869, ENSP00000304858	ENSMUSP00000053056, ENSMUSP00000027266
ENOG410V83A	ENSP00000297737	ENSMUSP00000049430
ENOG410V83F	ENSP00000346886	ENSMUSP00000009120
ENOG410V83G	ENSP00000387088, ENSP00000221419	ENSMUSP00000058308, ENSMUSP00000049407
ENOG410V83D	ENSP00000280886, ENSP00000392066, ENSP00000301180	ENSMUSP00000097777, ENSMUSP00000133806, ENSMUSP00000043710
ENOG410V83E	ENSP00000307940	ENSMUSP00000046101
ENOG410V83J	ENSP00000351530, ENSP00000374359, ENSP00000364023	ENSMUSP00000100524, ENSMUSP00000074619
ENOG410V83K	ENSP00000436585	ENSMUSP00000020034
ENOG410V83H	ENSP00000300006	ENSMUSP00000062758
ENOG410V83I	ENSP00000365063	ENSMUSP00000036730
ENOG410V83N	ENSP00000410833	ENSMUSP00000023393
ENOG410V83M	ENSP00000339479, ENSP00000330247	ENSMUSP00000130898
ENOG410V83R	ENSP00000233954	ENSMUSP00000054914
ENOG410V83S	ENSP00000389998	ENSMUSP00000052644
ENOG410V83P	ENSP00000200181	ENSMUSP00000021107
ENOG410V83Q	ENSP00000304350	ENSMUSP00000018449
ENOG410V83V	ENSP00000443246, ENSP00000269980	ENSMUSP00000071292
ENOG410V83W	ENSP00000305244	ENSMUSP00000076562
ENOG410V83T	ENSP00000320347	ENSMUSP00000054020
ENOG410V83U	ENSP00000301717	ENSMUSP00000126878
ENOG410V83Z	ENSP00000357927	ENSMUSP00000102813
ENOG410V83X	ENSP00000256460, ENSP00000009105, ENSP00000405950, ENSP00000368124, ENSP00000471906	ENSMUSP00000037028, ENSMUSP00000032409, ENSMUSP00000002087, ENSMUSP00000016323
ENOG410V83Y	ENSP00000363416	ENSMUSP00000101492
ENOG410V832	ENSP00000382260, ENSP00000265022, ENSP00000328405	ENSMUSP00000087371, ENSMUSP00000026414, ENSMUSP00000037900
ENOG410V833	ENSP00000372700, ENSP00000391735, ENSP00000363807, ENSP00000389623, ENSP00000410656, ENSP00000407093	ENSMUSP00000025186
ENOG410V830	ENSP00000362551	ENSMUSP00000088560
ENOG410V831	ENSP00000316152	ENSMUSP00000022692
ENOG410V836	ENSP00000315950	ENSMUSP00000001247
ENOG410V837	ENSP00000333547, ENSP00000261890	ENSMUSP00000110021, ENSMUSP00000129163
ENOG410V834	ENSP00000325136	ENSMUSP00000026841
ENOG410V835	ENSP00000286692	ENSMUSP00000063510
ENOG410V838	ENSP00000367950	ENSMUSP00000104641
ENOG410V839	ENSP00000281950	ENSMUSP00000063554
ENOG410VDN0	ENSP00000362704	ENSMUSP00000030586
ENOG410VDN3	ENSP00000269945	ENSMUSP00000011493
ENOG410VGPK	ENSP00000295930	ENSMUSP00000066797
ENOG410VDN5	ENSP00000365401, ENSP00000472278	ENSMUSP00000033483
ENOG410VDN8	ENSP00000351783	ENSMUSP00000045724
ENOG410VDNC	ENSP00000360918	ENSMUSP00000049683
ENOG410VDND	ENSP00000376307	ENSMUSP00000035351
ENOG410VDNG	ENSP00000366628	ENSMUSP00000092020
ENOG410VDNF	ENSP00000417955	ENSMUSP00000069700
ENOG410VDNK	ENSP00000381220	ENSMUSP00000000304
ENOG410VDNQ	ENSP00000458945, ENSP00000006777	ENSMUSP00000049060
ENOG410VDNS	ENSP00000269299	ENSMUSP00000048568, ENSMUSP00000000327
ENOG410VDNR	ENSP00000364814	ENSMUSP00000006380
ENOG410VDNU	ENSP00000446100	ENSMUSP00000130264
ENOG410VDNV	ENSP00000432695	ENSMUSP00000119912
ENOG410VDNZ	ENSP00000288048	ENSMUSP00000030323
ENOG410VA2B	ENSP00000405032, ENSP00000394954, ENSP00000465978	ENSMUSP00000073591, ENSMUSP00000085022, ENSMUSP00000137895
ENOG410V4CB	ENSP00000268835, ENSP00000414624	ENSMUSP00000004955, ENSMUSP00000101999
ENOG410VMCF	ENSP00000332198	ENSMUSP00000028553
ENOG410V4M0	ENSP00000353854	ENSMUSP00000034846
ENOG410V4M1	ENSP00000265036, ENSP00000412292	ENSMUSP00000113216, ENSMUSP00000059291
ENOG410V4M3	ENSP00000261600	ENSMUSP00000025137
ENOG410V4M5	ENSP00000226840	ENSMUSP00000078436
ENOG410V4M6	ENSP00000263228, ENSP00000215574	ENSMUSP00000020550, ENSMUSP00000038813
ENOG410V4M7	ENSP00000365176	ENSMUSP00000042919
ENOG410V4MX	ENSP00000383611, ENSP00000295926	ENSMUSP00000029416, ENSMUSP00000030944
ENOG410V4MY	ENSP00000264157, ENSP00000261900	ENSMUSP00000012104, ENSMUSP00000027587
ENOG410V4MZ	ENSP00000255152	ENSMUSP00000050970
ENOG410V4MP	ENSP00000283943, ENSP00000382269	ENSMUSP00000046766, ENSMUSP00000027421
ENOG410V4MR	ENSP00000363418	ENSMUSP00000099609
ENOG410V4MS	ENSP00000222747	ENSMUSP00000031678
ENOG410V4MT	ENSP00000320634, ENSP00000217159, ENSP00000311291, ENSP00000260126, ENSP00000289575, ENSP00000309741	ENSMUSP00000035148, ENSMUSP00000026897, ENSMUSP00000111062, ENSMUSP00000071875, ENSMUSP00000045023, ENSMUSP00000102703
ENOG410V4MU	ENSP00000285393, ENSP00000290949	ENSMUSP00000013304, ENSMUSP00000029900
ENOG410V4MV	ENSP00000217133	ENSMUSP00000016399
ENOG410V4MW	ENSP00000459665, ENSP00000463645, ENSP00000386461, ENSP00000421280, ENSP00000386331, ENSP00000205890	ENSMUSP00000118046, ENSMUSP00000102745, ENSMUSP00000091439, ENSMUSP00000106087, ENSMUSP00000071777
ENOG410V4MI	ENSP00000371689	ENSMUSP00000074632
ENOG410V4MJ	ENSP00000306123	ENSMUSP00000037275
ENOG410V4MK	ENSP00000388996, ENSP00000250244	ENSMUSP00000111093, ENSMUSP00000003117
ENOG410V4MN	ENSP00000288014	ENSMUSP00000056026
ENOG410V4MA	ENSP00000264246	ENSMUSP00000097404
ENOG410V4MC	ENSP00000005257, ENSP00000272519	ENSMUSP00000004565, ENSMUSP00000009003
ENOG410V4MD	ENSP00000355890	ENSMUSP00000045841
ENOG410V4MF	ENSP00000356789	ENSMUSP00000027863
ENOG410V4MG	ENSP00000343190	ENSMUSP00000082856
ENOG410V7KH	ENSP00000309142	ENSMUSP00000059666
ENOG410V7KP	ENSP00000340278	ENSMUSP00000030805
ENOG410V7KR	ENSP00000373474	ENSMUSP00000029759
ENOG410V7K0	ENSP00000410852, ENSP00000408581, ENSP00000299308, ENSP00000316532	ENSMUSP00000113090, ENSMUSP00000031446, ENSMUSP00000043633, ENSMUSP00000090528
ENOG410V9SS	ENSP00000256404	ENSMUSP00000022678
ENOG410V9SR	ENSP00000282226, ENSP00000306888	ENSMUSP00000047860, ENSMUSP00000045024
ENOG410V9SQ	ENSP00000315112, ENSP00000457512	ENSMUSP00000019443
ENOG410V9SP	ENSP00000256339	ENSMUSP00000098659
ENOG410V9SW	ENSP00000405708	ENSMUSP00000029222
ENOG410V9SV	ENSP00000262764	ENSMUSP00000121973
ENOG410V9SU	ENSP00000297524	ENSMUSP00000036228, ENSMUSP00000038574
ENOG410V9ST	ENSP00000359699	ENSMUSP00000029836
